source_document_id,source,reference,target_document_ids,target_sources,example_chunk_index
80ee8bd0-9f49-4285-8105-1cbd6b577d09,Forest _Conservation_ Rules_ 2022 Draft guidelines on the Accredited Compensatory Afforestation 15.09.22.pdf,"the Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,1
81e45d03-eb50-4320-a91a-1dceb29ce47d,Submission of proposals to obtain approval mining lease 31.03.2016 _2_.docx,the Forest (Conservation) Act 1980,8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
83ca8f42-9ab6-40e3-8093-86d4d8975278,Guidelines related to re-grassing of mining leases after ceasing mining activities 14.01.20.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
84e158bc-f36a-4060-a960-7c5e338d24e6,FAQ_FC.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,10
863ee0b7-4ced-4789-8379-7727508e2eb7,Writ Petition _Civil_ No 1164 of 2023-Feb 2024-Ashok Sharma.pdf,the Forest Conservation Act 1980,8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
863ee0b7-4ced-4789-8379-7727508e2eb7,Writ Petition _Civil_ No 1164 of 2023-Feb 2024-Ashok Sharma.pdf,the Forest Conservation Amendment Act 2023,0968db51-29d7-4563-84d5-df3a1ef17e05; 18073af1-0a38-4941-a47e-9a80d45a9c11,247866.pdf; FCAmendmentAct2023.pdf,2
86ec7f0a-9652-4f73-8cc3-2663a035ac62,Guidelines while processing and or approving proposals forest and non-forest 30.09.2016.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
8766e22d-550a-48cf-9df6-9e7e673a356d,fc-guidelines-01-02-13 non availability of CA Land.pdf,"the Forest(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
887188bd-545b-40f6-97f4-a9f4bb90ade1,Processing of proposals involving violation FC Act 1980 15.05.2023.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
88fb8e0a-8c97-4b22-bd5a-6a89b4411b3b,Streamlining the process of approval under the FC Act Optical Fibre 10.07.2023.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
8b3b4d12-a746-4b31-8e94-1b7855d5699a,Applicability of the Forest _Conservation_ Rules_ 2022 18.07.22.pdf,"the Forest (Conservation) Act,

1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
8b46f5c8-e321-4604-9a68-27689ee2fe8b,CL0596_1.PDF,"the Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
8bf8303e-eab0-451d-873a-36420210c12a,Guidelines FC Act 1980 clarification Seismic Survey 03.03.2016.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
8daa4427-b92a-4251-a1bb-12d01bc1de31,GU1909_1.PDF,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
8dbd8820-f3bf-4a34-9f0a-a5b25bd7b695,Clarification regarding inclusion of Army infrastructure project in the _General approval_ 28.08.2017.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
8fb81f1b-ea37-491d-84ff-a8d9c4d7c0cc,1726390021_6-12-2004.docx,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
90a7e7fc-786b-486b-ab27-0367228acaf3,PRIORA_1.PDF,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
91528a69-5f28-4c98-9057-ecf63d8ee9a5,Guidelines under Forest _Conservation_ Act_ 1980_ in pursuance of the -The Mineral Laws _Amendment_ Act_ 2020 08.09.20.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
934a76de-ff3d-4afe-ac96-a3e8462116f3,provision of transferring equivalent non-forest land by Government Departments for compensatory afforestation 19.01.2017.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
94a9950b-e821-453d-aabe-025964caf25b,FRA_Sec 3 _2_ -Procedure.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
96597c04-4696-458a-be95-dc022a440d76,Repair Maintenance Replacement upgradation works in the Pipeline Network installed prior to Forest _Conservation_ Act_ 1980 23.12.22.pdf,the Forest (Conservation) Act 1980,8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
977ca889-c9a3-4315-9ece-a2f7af231303,CLARIF_2.PDF,"the Forest (Conservation) Act,

1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
993ecf24-f73c-4714-8641-39baab1b0127,Guidelines specific to hydrocarbon sector for undertaking seismic surveys and exploratory drilling in forest areas 30.09.2019.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
9a8c1d91-a997-4b6c-9874-acd7d5414f37,Revision of Guidelines for diversion of forest land for non forestry purpose under the forest _Conservation_ Act_ 1980 17.04.2018-.pdf,"the forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
9b387725-1d34-4a7a-acfb-6743db7c51bf,FAQ FC 2021.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
9b7492a2-035f-43b5-a8cc-d0008660c2bb,rediversion guidelines 2011.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
9e628532-d391-41f9-9c6b-0ce545d34810,identification of Land Bank for Compensatory Afforestation _CA_ 16.11.2018.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
9ea0d649-bb5d-4c99-b2da-6a4b9ba90437,general approval 2005 guidelines.pdf,"the Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
a2027a96-3005-4101-ade8-1cb8ca83799e,Submission of proposal to obtain approval for diversion of entire forest land located within a mining lease regarding clarification in guidelines issued by MoEF _ CC 30.03.17.docx,the Forest (Conservation) Act 1980,8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
a40de47a-5c65-4600-b5b4-068731a14087,fcarules2022.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
a4233361-427d-4589-b563-d2e6c60a45e2,Clarification on the Guidelines dated 7.10.2014 and 11.10.2019 issued by the MoEF_CC regarding temporary use of forest land 10.01.20.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
a4324d37-0ef6-4d1e-9b8a-27448bff8e31,15 January 2015.pdf,"Forest(Conservation)Act,1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,1
a59ffb1c-0f24-4825-a9bb-ffe07b85adba,Charging of lease rent of Rs. 30_ 000 per MW in respect of Wind Power Projects 26.08.2019.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
a7ab525e-4145-4fed-b261-bc8b3fc9218b,GU02E1_1.PDF,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
aa0f3a7c-e50c-4002-b839-1d0e9f691899,19thAugust2010-prospecting.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ab06c2df-a2f3-44cf-8177-d33e8bbb6d88,FRA 2006.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,4
acb5323e-c764-4ddd-8572-8b767d064d64,Submission of Geo-referenced digital data for applications under Forest _Conservation_ Act_ 1980 03.09.2018-.pdf,"the Forest (conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ad017039-6f28-417d-8c2c-fcd357c1f49d,Guidelines for construction of community toilet for benefit people 08.11.2016.docx,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ad700d04-35a9-4fc4-8b1a-05e26ed58889,MAINTE_1.PDF,"Forest   (Conservation)   Act,   1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ae212d5b-f262-4904-af45-d9a43c321997,Diversion of private forest land for construction of residential building 27.09.2018.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
aee8adbc-5748-4d2b-a96c-d075aa3e0ce9,16thJune2011-general approval LWE.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
af02dfdb-15ef-4d17-ab81-ca05e3c6ab36,Deposition of fund through online for implementation of CAT plan in more than one instalment for small Hydel Project 03.07.2018-.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
afb1a5bc-47f3-4934-b35c-a89984d26395,Date and stage of application of the revised rates of Net Present Value _NPV_ 19.01.2022.pdf,"the Forest (Conservation) Act,

1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
b45099f5-fd1e-4a3e-9abc-8e2be96ed058,Area of forest land falling in the Safety Zone 02.08.2017.pdf,the Forest Conservation Act 1980,8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
b9865c59-7510-4c5c-a081-e11ff9c82401,Applicability of FC Act 1980 and WL Protection Act forest land falling RoW 05.12.2017.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
bcd9a155-cb79-4a89-a072-03f4d7db5e0c,Recorded as forest and non-forest 30.08.2016.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
bdeab11f-4a5f-4574-93a6-1019565306d3,Guidelines for laying TL through forest areas 24.10.2016.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
bee6c926-7a3e-4330-a8d1-7a08f20ab2ac,general approval guidelines january 2005.pdf,"the Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
bfa86997-6a91-4288-a0bf-cc55e0a6b8cc,general approval lwe 60 districts december 2012.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
c0f0caef-9d28-410a-9894-704279cb2640,Clarification to the Government of Madhya Pradesh regarding permissibility of prospecting in the revenue private land falling in the Biosphere Reserves 18.10.2019.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
c24e1cbe-f1d5-427c-a1bd-e80d9f39c23b,Section 2 _iii_ FC Act 1980 filling online form for seeking approval 17.11.2016.docx,"Forest Conservation Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
c95a66b5-2f0f-497c-b11c-db1bb780d319,Maintenance of Safety Zone along the inner boundary of mining lease 25.09.2023.pdf,"Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ca1ddb51-1c6e-4367-a8bb-50a015f314dd,Exclusion of Ropeway Projects from the ambit of the Forest _Conservation_ Act_ 1980 and payment of NPV 08.05.2019.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
cd4f60a3-52fd-4723-9a7f-f56a00ea8a7e,guideline related to general approval for underground laying of optical fibre cables_ underground laying of telephone lines 12.12.2017.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ced1c2ca-bb99-4f1c-b1b8-bbff93263067,1594627703_14-12-204.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
d03d3c4b-ac58-4f52-bfd2-bf95ae5dab38,general approval guideline 2009.pdf,"Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
d24118a2-5ece-4088-8420-2675a41da543,W.P _ c_ 1164 of 2023 Note.docx,"the Forest (Conservation)Act,1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
d6101b70-5af0-4f4d-a271-be9ba644e170,Guidelines for stipulating the norms for survey and investigation _Prospecting of ores_ on forest land 05.09.2018-.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
d8097a67-a86e-44e6-a4b9-a2bb43f4eef8,REQUES_1.PDF,"the Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
d8783560-3ce5-4c02-8735-1494bf9b0178,PROCES_1.PDF,"the

Forest (Conservation)

Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
d9d7ca04-1444-459b-baac-98c46cb88ed5,modification para 2.2 and 4.4 january 2023.pdf,"the Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
dc03cc8c-6bdd-4318-b3b7-dadce9f31dde,Review of progress of processing the proposals and Site Inspection 22.11.24.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,42
dc8fbbd2-6938-479a-b611-aab733ce9e83,All original documents of all the proposals with Ink Sign and Stamp 17.11.2016.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
dcd6e6d7-b3ce-43e9-af1c-30feed7eb95a,Guidelines FC Act 1980 clarification Seismic Survey 03.03.2016 _1_.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
de968c37-c7f1-4316-9b14-d73ccfbfe700,Submission of proposals to obtain approval mining lease 31.03.2016.docx,the Forest (Conservation) Act 1980,8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
e312946d-7783-4308-8af3-05f7713f3fa0,Guidelines given under para 5.6 of the Handbook of Forest _Conservation_ Act_ 1980 regarding change in the land use re-diversion of forest land - reg 28.11.22.pdf,"Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
e4abd1fd-41de-4705-9044-70356909e365,extending the dispensation to NHIDCL 19.04.2018-.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
e664150a-dbdc-4526-8d18-ad34d49007fb,Processing of proposals pertaining to violation of Forest _Conservation_ Act_ 1980 08.09.22.pdf,"Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
e6db9563-7599-4104-b92b-1c4ec090da42,Revision of Guidelines for diversion of forest land for non forestry purpose under the forest _Conservation_ Act_ 1980 17.04.2018.docx,"the forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
e8365713-e66f-4b9f-8302-9ee651ba7946,EC-Standard Operating Procedure for Certified Compliance Report _CCR_.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,1
e8b97633-d3c2-47c7-a802-0eb5ffa5b0b5,421280635_23 june 2004.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ea14f7dd-74c5-456b-8eba-0274cbc53ef1,Clarification on the Guidelines given under the Handbook of the Forest _Conservation_ Act_ 1980 and general approval to micro hydel project 18.10.2019.pdf,"the Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
eb5e8d57-80e5-4323-b949-2357a75e7933,revision of para 4.4 -17.02.2011.docx,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ec0b9fd1-8592-4889-9fd3-03377a194fe9,Auto de-listing of proposal as per the provisions of guidelines given under the para 1.20 of the Handbook and subsequent procedure for their relisting 18.10.22.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
ed50e818-6210-4c2d-bd23-702275ea98cf,Zoo to be considered as a forestry activity 08.06.22.pdf,"Forest Conservation Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
f1112592-6cc7-4be6-a31d-0cf73b0ccb8e,PROCES_1.PDF.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
f24f1ff9-d929-427b-941e-cd7487cddd1b,Lafarge Umiam Mining Pvt. Ltd. V. Union of India_ 2011 Supreme Court of India_ Judgment of 6 July 2011.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,15
f4822e7e-5175-47da-a444-6651bc16896e,Clarification on the Guidelines issued dated 17.04.2018 for diversion of forest land for non-forestry purpose 07.06.2019.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
f4af0167-1940-4a93-b218-fed11d09dd08,fc-guidlines-2012.pdf,"the Forest

(Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
fc36613f-6612-45bb-884a-9e244058952f,Request for cutting and removing of already marked trees during Joint survey of Railway officials 09.06.2017.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
fc5b16c0-c1d5-4154-8d01-ba50f12a4611,Request from Ministry of Petroleum and Natural Gas_ Gol to introduce a separate category in the PARIVESH portal for Hydrocarbons projects 11.03.22.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
fd4da3b9-2ec5-40d7-9fb8-e7767d7881e5,Clarification on drilling of shot holes for seismic surveys 03.05.2017.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
fd93ecea-3584-43b1-92b1-7e4dac512f7b,Guidelines recorded as forest and mining proposes non-forest 09.03.2016.docx,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
fe07175e-51ab-44d2-a0be-11d074ca5b53,Guidelines for stipulating the norms for Survey and Investigation _Prospecting of ores_ on forest land 24.12.2018.pdf,"the Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
feaca04f-0b8c-4186-a41a-cc74cde638ed,revision of para 4.4 dated 6.1.2011.pdf,"Forest (Conservation) Act, 1980",8f58f211-fd1a-412d-9a6b-65785b90ec56; 96d8318d-2087-4b13-8e79-5519a408092a,ind3172.pdf; the_forest__conservation__act__1980.pdf,0
